w_bpSaved,w_bpFaced,l_bpSaved,l_bpFaced,player_rank,player_bcr
,,5,13,112,-0.615384615
,,5,12,89,-0.583333333
,,6,11,525,-0.454545455
,,11,18,58,-0.388888889
,,2,8,124,-0.75
,,3,7,21,-0.571428571
,,3,9,104,-0.666666667
,,8,14,46,-0.428571429
,,3,10,122,-0.7
,,2,6,74,-0.666666667
,,7,13,76,-0.461538462
,,2,7,110,-0.714285714
,,8,14,80,-0.428571429
,,7,12,184,-0.416666667
,,8,14,91,-0.428571429
,,1,7,95,-0.857142857
,,9,14,102,-0.357142857
,,7,13,60,-0.461538462
,,1,8,238,-0.875
,,4,10,119,-0.6
,,8,13,77,-0.384615385
,,9,14,25,-0.357142857
,,8,14,141,-0.428571429
,,1,5,90,-0.8
,,12,19,83,-0.368421053
,,2,7,84,-0.714285714
,,7,10,56,-0.3
,,3,9,117,-0.666666667
,,4,9,26,-0.555555556
,,4,9,30,-0.555555556
,,7,13,50,-0.461538462
,,3,8,107,-0.625
,,7,13,125,-0.461538462
,,5,8,118,-0.375
,,2,7,97,-0.714285714
,,4,9,305,-0.555555556
,,8,14,36,-0.428571429
,,7,12,22,-0.416666667
,,11,21,67,-0.476190476
,,3,8,185,-0.625
,,5,9,16,-0.444444444
,,2,5,81,-0.6
,,3,9,164,-0.666666667
,,5,10,44,-0.5
,,11,20,23,-0.45
,,3,7,116,-0.571428571
,,7,15,99,-0.533333333
,,2,9,78,-0.777777778
,,10,15,172,-0.333333333
,,6,10,73,-0.4
,,7,13,62,-0.461538462
,,11,18,788,-0.388888889
,,10,16,63,-0.375
,,5,14,51,-0.642857143
,,7,11,182,-0.363636364
,,3,8,38,-0.625
,,18,30,150,-0.4
,,3,9,178,-0.666666667
,,1,4,134,-0.75
,,2,7,96,-0.714285714
,,5,10,106,-0.5
,,3,7,14,-0.571428571
,,10,17,27,-0.411764706
,,6,12,37,-0.5
,,NA,NA,9,#VALUE!
,,2,9,71,-0.777777778
,,5,9,72,-0.444444444
,,2,8,188,-0.75
,,5,9,69,-0.444444444
,,7,15,18,-0.533333333
,,1,4,82,-0.75
,,3,7,65,-0.571428571
,,4,10,93,-0.6
,,14,20,94,-0.3
,,7,14,47,-0.5
,,8,13,103,-0.384615385
,,1,7,52,-0.857142857
,,12,16,42,-0.25
,,3,9,41,-0.666666667
,,8,13,34,-0.384615385
,,4,9,4,-0.555555556
,,5,11,29,-0.545454545
,,7,13,168,-0.461538462
,,2,9,24,-0.777777778
,,2,7,61,-0.714285714
,,5,8,31,-0.375
,,2,6,20,-0.666666667
,,3,10,161,-0.7
,,9,13,157,-0.307692308
,,10,13,12,-0.230769231
,,6,11,15,-0.454545455
,,13,19,59,-0.315789474
,,3,9,142,-0.666666667
,,8,15,100,-0.466666667
,,6,13,357,-0.538461538
,,2,9,17,-0.777777778
,,2,7,43,-0.714285714
,,10,14,2,-0.285714286
,,7,13,8,-0.461538462
,,7,13,45,-0.461538462
,,5,11,114,-0.545454545
,,4,10,35,-0.6
,,6,13,49,-0.538461538
,,5,9,39,-0.444444444
,,8,13,87,-0.384615385
,,5,11,159,-0.545454545
,,5,13,5,-0.615384615
,,4,9,57,-0.555555556
,,5,10,66,-0.5
,,4,9,131,-0.555555556
,,1,5,11,-0.8
,,3,9,6,-0.666666667
,,2,8,82,-0.75
,,3,9,64,-0.666666667
,,18,23,44,-0.217391304
,,5,10,89,-0.5
,,4,9,92,-0.555555556
,,4,5,73,-0.2
,,4,8,245,-0.5
,,4,10,19,-0.6
,,11,19,80,-0.421052632
,,3,7,38,-0.571428571
,,5,12,163,-0.583333333
,,4,9,86,-0.555555556
,,5,11,47,-0.545454545
,,9,12,126,-0.25
,,1,6,96,-0.833333333
,,3,8,95,-0.625
,,5,9,133,-0.444444444
,,5,10,53,-0.5
,,6,12,84,-0.5
,,10,17,98,-0.411764706
,,3,7,102,-0.571428571
,,5,11,169,-0.545454545
,,1,3,187,-0.666666667
,,2,4,15,-0.5
,,3,7,13,-0.571428571
,,6,12,203,-0.5
,,3,8,132,-0.625
,,6,10,23,-0.4
,,10,16,41,-0.375
,,8,15,237,-0.466666667
,,0,3,58,-1
,,2,4,50,-0.5
,,6,9,138,-0.333333333
,,8,13,125,-0.384615385
,,7,11,90,-0.363636364
,,9,18,34,-0.5
,,8,16,55,-0.5
,,6,9,739,-0.333333333
,,3,7,56,-0.571428571
,,3,7,110,-0.571428571
,,2,7,127,-0.714285714
,,3,8,70,-0.625
,,2,6,91,-0.666666667
,,6,11,25,-0.454545455
,,9,14,103,-0.357142857
,,7,12,176,-0.416666667
,,4,7,51,-0.428571429
,,2,7,39,-0.714285714
,,4,10,100,-0.6
,,7,13,315,-0.461538462
,,4,11,228,-0.636363636
,,3,10,35,-0.7
,,2,8,26,-0.75
,,2,5,123,-0.6
,,3,7,74,-0.571428571
,,3,9,49,-0.666666667
,,12,17,77,-0.294117647
,,1,5,1337,-0.8
,,9,16,62,-0.4375
,,3,8,145,-0.625
,,6,10,78,-0.4
,,20,25,63,-0.2
,,8,14,87,-0.428571429
,,2,8,140,-0.75
,,0,6,387,-1
,,5,7,59,-0.285714286
,,2,7,60,-0.714285714
,,7,12,183,-0.416666667
,,8,13,37,-0.384615385
,,1,6,94,-0.833333333
,,6,11,212,-0.454545455
,,6,12,40,-0.5
,,4,7,4,-0.428571429
,,2,8,45,-0.75
,,2,6,85,-0.666666667
,,4,6,131,-0.333333333
,,2,8,112,-0.75
,,4,9,76,-0.555555556
,,5,8,67,-0.375
,,1,3,48,-0.666666667
,,3,9,9,-0.666666667
,,7,13,81,-0.461538462
,,4,10,317,-0.6
,,10,16,8,-0.375
,,3,7,130,-0.571428571
,,11,14,66,-0.214285714
,,1,5,129,-0.8
,,4,7,43,-0.428571429
,,2,7,75,-0.714285714
,,4,9,54,-0.555555556
,,2,6,114,-0.666666667
,,5,9,99,-0.444444444
,,2,6,79,-0.666666667
,,2,5,21,-0.6
,,1,6,97,-0.833333333
,,6,14,72,-0.571428571
,,12,17,32,-0.294117647
,,6,10,22,-0.4
,,2,7,12,-0.714285714
,,5,11,6,-0.545454545
,,13,17,65,-0.235294118
,,5,10,104,-0.5
,,2,8,52,-0.75
,,8,14,28,-0.428571429
,,10,19,134,-0.473684211
,,5,9,68,-0.444444444
,,3,8,83,-0.625
,,3,7,30,-0.571428571
,,6,10,69,-0.4
,,3,8,101,-0.625
,,11,17,46,-0.352941176
,,7,13,36,-0.461538462
,,3,6,57,-0.5
,,1,6,16,-0.833333333
,,2,6,33,-0.666666667
,,10,14,5,-0.285714286
,,4,8,20,-0.5
,,9,14,14,-0.357142857
,,5,9,7,-0.444444444
,,6,10,17,-0.4
,,7,11,1,-0.363636364
,,3,10,61,-0.7
,,8,12,71,-0.333333333
,,7,13,2,-0.461538462
,,0,3,27,-1
,,0,4,11,-1
,,1,5,24,-0.8
,,7,12,70,-0.416666667
,,11,15,251,-0.266666667
,,2,5,122,-0.6
,,3,10,43,-0.7
,,12,15,213,-0.2
,,8,16,64,-0.5
,,3,9,297,-0.666666667
,,3,7,48,-0.571428571
,,6,9,36,-0.333333333
,,2,8,118,-0.75
,,8,12,46,-0.333333333
,,6,10,112,-0.4
,,1,7,104,-0.857142857
,,10,15,89,-0.333333333
,,5,10,100,-0.5
,,10,14,1111,-0.285714286
,,1,10,44,-0.9
,,3,7,77,-0.571428571
,,10,14,255,-0.285714286
,,6,12,99,-0.5
,,7,12,129,-0.416666667
,,5,9,131,-0.444444444
,,11,15,71,-0.266666667
,,8,14,161,-0.428571429
,,7,11,13,-0.363636364
,,7,13,49,-0.461538462
,,3,7,192,-0.571428571
,,8,14,23,-0.428571429
,,3,11,72,-0.727272727
,,7,12,121,-0.416666667
,,3,9,47,-0.666666667
,,8,13,101,-0.384615385
,,3,8,74,-0.625
,,5,12,83,-0.583333333
,,9,12,145,-0.25
,,4,10,27,-0.6
,,5,10,492,-0.5
,,6,10,87,-0.4
,,3,9,138,-0.666666667
,,4,9,125,-0.555555556
,,9,16,40,-0.4375
,,7,11,223,-0.363636364
,,4,9,78,-0.555555556
,,7,13,115,-0.461538462
,,1,6,95,-0.833333333
,,3,9,159,-0.666666667
,,5,9,291,-0.444444444
,,9,15,144,-0.4
,,10,17,7,-0.411764706
,,6,14,98,-0.571428571
,,13,20,52,-0.35
,,5,9,41,-0.444444444
,,4,8,20,-0.5
,,13,19,67,-0.315789474
,,4,12,79,-0.666666667
,,4,9,42,-0.555555556
,,8,16,17,-0.5
,,3,7,55,-0.571428571
,,2,9,65,-0.777777778
,,6,13,66,-0.538461538
,,4,8,86,-0.5
,,10,16,146,-0.375
,,1,5,113,-0.8
,,8,10,63,-0.2
,,5,7,1,-0.285714286
,,7,11,124,-0.363636364
,,4,8,39,-0.5
,,1,7,51,-0.857142857
,,5,11,10,-0.545454545
,,6,9,171,-0.333333333
,,3,7,34,-0.571428571
,,4,9,75,-0.555555556
,,7,12,203,-0.416666667
,,5,9,94,-0.444444444
,,9,14,91,-0.357142857
,,8,13,93,-0.384615385
,,2,6,57,-0.666666667
,,9,13,80,-0.307692308
,,4,9,61,-0.555555556
,,9,15,60,-0.4
,,9,14,174,-0.357142857
,,2,8,139,-0.75
,,3,7,82,-0.571428571
,,NA,NA,12,#VALUE!
,,8,13,90,-0.384615385
,,9,14,69,-0.357142857
,,7,12,76,-0.416666667
,,3,11,103,-0.727272727
,,1,6,84,-0.833333333
,,8,13,30,-0.384615385
,,6,13,97,-0.538461538
,,5,9,11,-0.444444444
,,10,14,58,-0.285714286
,,1,5,149,-0.8
,,1,7,62,-0.857142857
,,NA,NA,2,#VALUE!
,,8,14,45,-0.428571429
,,1,3,14,-0.666666667
,,3,7,19,-0.571428571
,,7,13,6,-0.461538462
,,10,17,29,-0.411764706
,,9,15,15,-0.4
,,2,6,88,-0.666666667
,,1,5,31,-0.8
,,4,8,50,-0.5
,,5,9,1096,-0.444444444
,,6,11,24,-0.454545455
,,5,10,4,-0.5
,,5,10,68,-0.5
,,6,11,37,-0.454545455
,,3,6,73,-0.5
,,7,14,102,-0.5
,,7,11,26,-0.363636364
,,3,8,59,-0.625
,,4,10,5,-0.6
,,8,12,81,-0.333333333
,,2,7,8,-0.714285714
,,7,15,16,-0.533333333
,,1,4,54,-0.75
,,5,10,21,-0.5
,,2,6,25,-0.666666667
,,5,8,9,-0.375
,,11,17,22,-0.352941176
,,5,13,35,-0.615384615
,,8,15,18,-0.466666667
,,4,10,85,-0.6
,,8,14,32,-0.428571429
,,0,5,138,-1
,,3,7,116,-0.571428571
,,0,4,136,-1
,,2,7,123,-0.714285714
,,4,6,21,-0.333333333
,,6,11,101,-0.454545455
,,4,10,88,-0.6
,,2,5,93,-0.6
,,8,14,157,-0.428571429
,,7,11,230,-0.363636364
,,11,17,150,-0.352941176
,,5,10,25,-0.5
,,4,8,63,-0.5
,,3,9,71,-0.666666667
,,4,8,118,-0.5
,,5,10,7,-0.5
,,5,11,57,-0.545454545
,,8,15,81,-0.466666667
,,7,12,103,-0.416666667
,,5,10,151,-0.5
,,3,7,37,-0.571428571
,,1,5,55,-0.8
,,1,5,127,-0.8
,,5,9,92,-0.444444444
,,2,7,11,-0.714285714
,,5,9,235,-0.444444444
,,10,15,98,-0.333333333
,,5,7,211,-0.285714286
,,8,12,86,-0.333333333
,,6,12,129,-0.5
,,6,12,74,-0.5
,,0,1,8,-1
,,0,3,47,-1
,,3,8,80,-0.625
,,8,13,72,-0.384615385
,,11,16,29,-0.3125
,,4,8,76,-0.5
,,3,7,78,-0.571428571
,,6,11,68,-0.454545455
,,2,5,10,-0.6
,,8,13,142,-0.384615385
,,7,13,190,-0.461538462
,,0,5,274,-1
,,6,8,292,-0.25
,,9,15,32,-0.4
,,6,11,77,-0.454545455
,,8,14,97,-0.428571429
,,3,6,144,-0.5
,,4,7,69,-0.428571429
,,3,8,52,-0.625
,,7,14,199,-0.5
,,12,19,90,-0.368421053
,,5,10,60,-0.5
,,4,7,160,-0.428571429
,,7,11,40,-0.363636364
,,3,10,51,-0.7
,,7,12,84,-0.416666667
,,9,16,166,-0.4375
,,11,15,83,-0.266666667
,,6,10,59,-0.4
,,2,6,54,-0.666666667
,,2,8,109,-0.75
,,5,9,239,-0.444444444
,,6,11,191,-0.454545455
,,9,15,89,-0.4
,,6,10,163,-0.4
,,2,7,70,-0.714285714
,,1,5,130,-0.8
,,11,16,14,-0.3125
,,3,7,42,-0.571428571
,,2,12,35,-0.833333333
,,9,13,58,-0.307692308
,,6,9,5,-0.333333333
,,4,9,43,-0.555555556
,,8,14,62,-0.428571429
,,9,14,106,-0.357142857
,,5,9,143,-0.444444444
,,3,7,370,-0.571428571
,,6,14,50,-0.571428571
,,4,9,85,-0.555555556
,,7,11,49,-0.363636364
,,7,9,39,-0.222222222
,,7,10,26,-0.3
,,6,12,117,-0.5
,,6,12,99,-0.5
,,3,7,91,-0.571428571
,,6,12,48,-0.5
,,1,7,6,-0.857142857
,,6,11,96,-0.454545455
,,5,11,30,-0.545454545
,,7,12,111,-0.416666667
,,8,12,174,-0.333333333
,,4,8,18,-0.5
,,0,3,120,-1
,,4,9,36,-0.555555556
,,1,6,219,-0.833333333
,,9,13,64,-0.307692308
,,5,9,56,-0.444444444
,,11,16,45,-0.3125
,,6,13,34,-0.538461538
,,12,17,44,-0.294117647
,,11,18,19,-0.388888889
,,2,7,102,-0.714285714
,,4,9,100,-0.555555556
,,8,12,87,-0.333333333
,,8,14,73,-0.428571429
,,4,8,16,-0.5
,,5,11,82,-0.545454545
,,4,9,79,-0.555555556
,,24,29,12,-0.172413793
,,5,8,46,-0.375
,,3,9,94,-0.666666667
,,3,7,17,-0.571428571
,,2,4,338,-0.5
,,4,7,33,-0.428571429
,,1,5,23,-0.8
,,2,6,65,-0.666666667
,,6,10,27,-0.4
,,0,7,9,-1
,,6,11,20,-0.454545455
,,5,11,75,-0.545454545
,,2,6,22,-0.666666667
,,6,10,66,-0.4
,,7,10,24,-0.3
,,3,5,28,-0.4
,,8,10,4,-0.2
,,2,8,13,-0.75
,,1,5,101,-0.8
,,7,14,92,-0.5
,,2,8,77,-0.75
,,2,6,31,-0.666666667
,,5,10,24,-0.5
,,5,10,100,-0.5
,,0,3,181,-1
,,3,8,128,-0.625
,,4,6,71,-0.333333333
,,0,4,160,-1
,,6,10,133,-0.4
,,3,8,89,-0.625
,,11,15,186,-0.266666667
,,2,7,161,-0.714285714
,,1,5,72,-0.8
,,7,9,194,-0.222222222
,,6,11,130,-0.454545455
,,7,12,110,-0.416666667
,,3,7,197,-0.571428571
,,3,7,152,-0.571428571
,,8,11,61,-0.272727273
,,8,17,95,-0.529411765
,,5,9,649,-0.444444444
,,4,8,35,-0.5
,,0,4,86,-1
,,0,4,67,-1
,,10,15,65,-0.333333333
,,1,6,55,-0.833333333
,,10,13,37,-0.230769231
,,7,10,190,-0.3
,,7,11,117,-0.363636364
,,7,11,45,-0.363636364
,,7,11,175,-0.363636364
,,5,9,102,-0.444444444
,,4,11,108,-0.636363636
,,4,10,107,-0.6
,,7,10,90,-0.3
,,8,15,151,-0.466666667
,,2,8,69,-0.75
,,0,3,36,-1
,,4,9,51,-0.555555556
,,3,10,96,-0.7
,,5,8,42,-0.375
,,7,12,48,-0.416666667
,,6,11,33,-0.454545455
,,3,7,88,-0.571428571
,,2,6,246,-0.666666667
,,3,6,87,-0.5
,,8,12,114,-0.333333333
,,6,13,337,-0.538461538
,,6,11,58,-0.454545455
,,4,11,112,-0.636363636
,,2,7,60,-0.714285714
,,1,7,452,-0.857142857
,,2,8,63,-0.75
,,2,4,57,-0.5
,,9,16,54,-0.4375
,,4,10,84,-0.6
,,1,6,308,-0.833333333
,,2,9,56,-0.777777778
,,7,10,335,-0.3
,,2,7,64,-0.714285714
,,11,15,85,-0.266666667
,,4,11,94,-0.636363636
,,14,19,78,-0.263157895
,,4,8,39,-0.5
,,9,16,81,-0.4375
,,7,11,49,-0.363636364
,,10,15,106,-0.333333333
,,3,6,97,-0.5
,,3,6,44,-0.5
,,6,12,74,-0.5
,,7,9,75,-0.222222222
,,1,6,32,-0.833333333
,,1,5,26,-0.8
,,6,14,93,-0.571428571
,,1,3,115,-0.666666667
,,9,14,53,-0.357142857
,,7,10,52,-0.3
,,2,8,98,-0.75
,,5,8,231,-0.375
,,9,14,38,-0.357142857
,,3,6,62,-0.5
,,5,10,111,-0.5
,,1,6,76,-0.833333333
,,2,5,23,-0.6
,,6,9,70,-0.333333333
,,NA,NA,145,#VALUE!
,,7,13,119,-0.461538462
,,0,4,34,-1
,,4,8,99,-0.5
,,4,10,68,-0.6
,,3,10,234,-0.7
,,1,7,80,-0.857142857
,,2,6,109,-0.666666667
,,1,5,40,-0.8
,,3,7,1,-0.571428571
,,6,11,41,-0.454545455
,,8,12,25,-0.333333333
,,14,20,28,-0.3
,,4,7,46,-0.428571429
,,13,17,82,-0.235294118
,,7,10,11,-0.3
,,3,7,104,-0.571428571
,,6,9,27,-0.333333333
,,3,10,20,-0.7
,,5,10,66,-0.5
,,3,5,3,-0.4
,,0,3,134,-1
,,9,15,19,-0.4
,,2,8,21,-0.75
,,7,10,29,-0.3
,,4,9,43,-0.555555556
,,7,9,8,-0.222222222
,,3,7,15,-0.571428571
,,5,11,7,-0.545454545
,,7,12,13,-0.416666667
,,4,9,17,-0.555555556
,,5,9,10,-0.444444444
,,1,5,16,-0.8
,,3,6,12,-0.5
,,3,5,4,-0.4
,,6,10,5,-0.4
,,6,10,9,-0.4
,,8,11,18,-0.272727273
,,3,7,2,-0.571428571
,,14,18,73,-0.222222222
,,3,8,119,-0.625
,,4,9,78,-0.555555556
,,5,11,90,-0.545454545
,,0,4,68,-1
,,2,6,88,-0.666666667
,,13,19,189,-0.315789474
,,7,13,144,-0.461538462
,,2,6,50,-0.666666667
,,0,6,134,-1
,,2,7,89,-0.714285714
,,7,12,45,-0.416666667
,,13,17,49,-0.235294118
,,2,7,93,-0.714285714
,,1,8,52,-0.875
,,9,13,76,-0.307692308
,,4,6,287,-0.333333333
,,2,8,73,-0.75
,,3,8,160,-0.625
,,7,11,79,-0.363636364
,,5,11,87,-0.545454545
,,1,6,95,-0.833333333
,,0,4,57,-1
,,1,6,42,-0.833333333
,,4,8,101,-0.5
,,2,4,13,-0.5
,,3,9,84,-0.666666667
,,5,8,154,-0.375
,,3,7,16,-0.571428571
,,8,14,326,-0.428571429
,,6,10,114,-0.4
,,3,7,125,-0.571428571
,,4,11,43,-0.636363636
,,9,14,48,-0.357142857
,,3,6,97,-0.5
,,4,9,36,-0.555555556
,,4,9,200,-0.555555556
,,2,6,91,-0.666666667
,,10,17,85,-0.411764706
,,3,6,40,-0.5
,,8,12,104,-0.333333333
,,5,12,102,-0.583333333
,,2,9,176,-0.777777778
,,11,15,210,-0.266666667
,,2,8,67,-0.75
,,4,8,65,-0.5
,,6,12,62,-0.5
,,7,13,118,-0.461538462
,,7,12,77,-0.416666667
,,2,7,123,-0.714285714
,,2,7,426,-0.714285714
,,5,12,71,-0.583333333
,,5,11,145,-0.545454545
,,3,7,19,-0.571428571
,,8,13,75,-0.384615385
,,7,12,169,-0.416666667
,,5,9,92,-0.444444444
,,5,9,20,-0.444444444
,,9,13,143,-0.307692308
,,1,6,70,-0.833333333
,,2,5,24,-0.6
,,3,8,221,-0.625
,,3,6,212,-0.5
,,7,10,56,-0.3
,,10,17,128,-0.411764706
,,1,6,142,-0.833333333
,,0,4,47,-1
,,8,13,22,-0.384615385
,,2,7,54,-0.714285714
,,0,0,80,#DIV/0!
,,3,7,105,-0.571428571
,,4,8,72,-0.5
,,4,9,108,-0.555555556
,,5,12,139,-0.583333333
,,4,9,46,-0.555555556
,,0,4,34,-1
,,3,10,107,-0.7
,,7,12,69,-0.416666667
,,6,10,55,-0.4
,,4,10,35,-0.6
,,8,13,111,-0.384615385
,,4,9,7,-0.555555556
,,0,3,58,-1
,,1,4,64,-0.75
,,2,4,12,-0.5
,,5,10,83,-0.5
,,4,11,18,-0.636363636
,,5,10,94,-0.5
,,9,12,3,-0.25
,,4,9,82,-0.555555556
,,2,6,53,-0.666666667
,,8,13,96,-0.384615385
,,0,5,487,-1
,,6,11,86,-0.454545455
,,7,13,165,-0.461538462
,,5,10,37,-0.5
,,5,10,100,-0.5
,,2,5,33,-0.6
,,7,8,14,-0.125
,,3,7,63,-0.571428571
,,3,8,32,-0.625
,,4,7,27,-0.428571429
,,2,7,17,-0.714285714
,,6,12,110,-0.5
,,3,10,66,-0.7
,,9,13,39,-0.307692308
,,3,8,74,-0.625
,,4,10,98,-0.6
,,7,15,29,-0.533333333
,,4,8,23,-0.5
,,4,9,11,-0.555555556
,,2,9,133,-0.777777778
,,3,8,41,-0.625
,,7,11,60,-0.363636364
,,2,5,8,-0.6
,,5,10,25,-0.5
,,11,16,6,-0.3125
,,13,18,26,-0.277777778
,,6,12,15,-0.5
,,8,14,38,-0.428571429
,,9,13,2,-0.307692308
,,4,9,21,-0.555555556
,,8,12,4,-0.333333333
,,5,9,61,-0.444444444
,,7,13,115,-0.461538462
,,2,6,51,-0.666666667
,,4,10,9,-0.6
,,2,5,30,-0.6
,,3,9,119,-0.666666667
,,6,11,82,-0.454545455
,,8,15,88,-0.466666667
,,5,10,27,-0.5
,,5,10,165,-0.5
,,3,7,62,-0.571428571
,,2,7,98,-0.714285714
,,2,6,73,-0.666666667
,,10,16,129,-0.375
,,4,6,123,-0.333333333
,,6,10,58,-0.4
,,7,11,75,-0.363636364
,,8,11,83,-0.272727273
,,3,9,55,-0.666666667
,,3,8,45,-0.625
,,7,14,141,-0.5
,,1,6,130,-0.833333333
,,6,12,196,-0.5
,,2,7,109,-0.714285714
,,4,10,99,-0.6
,,10,17,86,-0.411764706
,,3,6,342,-0.5
,,7,13,53,-0.461538462
,,7,14,78,-0.5
,,4,10,140,-0.6
,,4,8,54,-0.5
,,4,8,90,-0.5
,,1,6,176,-0.833333333
,,4,12,41,-0.666666667
,,2,7,112,-0.714285714
,,9,15,120,-0.4
,,2,6,101,-0.666666667
,,3,6,6,-0.5
,,6,11,111,-0.454545455
,,6,11,187,-0.454545455
,,3,6,61,-0.5
,,14,22,89,-0.363636364
,,10,16,103,-0.375
,,6,11,77,-0.454545455
,,10,17,184,-0.411764706
,,1,7,145,-0.857142857
,,9,16,168,-0.4375
,,7,13,76,-0.461538462
,,3,9,107,-0.666666667
,,6,10,38,-0.4
,,3,7,148,-0.571428571
,,7,12,253,-0.416666667
,,8,13,94,-0.384615385
,,2,5,5,-0.6
,,7,12,124,-0.416666667
,,5,10,154,-0.5
,,3,9,51,-0.666666667
,,6,12,115,-0.5
,,5,7,67,-0.285714286
,,9,16,134,-0.4375
,,10,13,10,-0.230769231
,,10,19,93,-0.473684211
,,4,9,84,-0.555555556
,,10,16,96,-0.375
,,4,9,116,-0.555555556
,,3,8,105,-0.625
,,10,16,102,-0.375
,,5,9,106,-0.444444444
,,9,15,2,-0.4
,,4,9,43,-0.555555556
,,3,7,92,-0.571428571
,,2,7,19,-0.714285714
,,1,7,13,-0.857142857
,,7,14,36,-0.5
,,NA,NA,49,#VALUE!
,,4,9,31,-0.555555556
,,3,7,8,-0.571428571
,,3,9,68,-0.666666667
,,2,6,114,-0.666666667
,,3,5,79,-0.4
,,7,11,135,-0.363636364
,,5,11,9,-0.545454545
,,0,6,225,-1
,,2,6,37,-0.666666667
,,4,9,57,-0.555555556
,,4,10,52,-0.6
,,7,11,34,-0.363636364
,,6,10,215,-0.4
,,8,13,12,-0.384615385
,,2,6,72,-0.666666667
,,1,6,56,-0.833333333
,,4,10,100,-0.6
,,13,16,3,-0.1875
,,2,8,42,-0.75
,,NA,NA,69,#VALUE!
,,6,12,60,-0.5
,,2,4,48,-0.5
,,12,17,65,-0.294117647
,,3,9,172,-0.666666667
,,7,13,26,-0.461538462
,,6,12,66,-0.5
,,5,10,95,-0.5
,,1,6,40,-0.833333333
,,2,7,25,-0.714285714
,,3,7,227,-0.571428571
,,2,5,4,-0.6
,,5,7,16,-0.285714286
,,6,11,50,-0.454545455
,,6,12,7,-0.5
,,0,4,127,-1
,,5,10,17,-0.5
,,7,13,14,-0.461538462
,,4,12,81,-0.666666667
,,8,14,71,-0.428571429
,,5,10,46,-0.5
,,6,11,15,-0.454545455
,,7,13,97,-0.461538462
,,7,14,74,-0.5
,,2,6,63,-0.666666667
,,3,8,22,-0.625
,,4,8,30,-0.5
,,8,14,47,-0.428571429
,,4,10,28,-0.6
,,5,11,32,-0.545454545
,,3,9,24,-0.666666667
,,6,11,11,-0.454545455
,,12,17,29,-0.294117647
,,7,14,18,-0.5
,,4,10,64,-0.6
,,5,10,20,-0.5
,,5,11,59,-0.545454545
,,5,10,23,-0.5
,,4,10,252,-0.6
,,2,8,226,-0.75
,,1,4,51,-0.75
,,9,15,33,-0.4
,,13,17,22,-0.235294118
,,6,10,86,-0.4
,,0,4,57,-1
,,1,4,68,-0.75
,,3,8,10,-0.625
,,0,3,48,-1
,,5,10,224,-0.5
,,0,1,157,-1
,,7,12,39,-0.416666667
,,2,9,124,-0.777777778
,,6,12,146,-0.5
,,2,6,82,-0.666666667
,,2,7,236,-0.714285714
,,5,9,106,-0.444444444
,,2,6,74,-0.666666667
,,2,6,72,-0.666666667
,,4,8,27,-0.5
,,5,11,96,-0.545454545
,,8,14,150,-0.428571429
,,5,9,81,-0.444444444
,,21,25,54,-0.16
,,4,8,154,-0.5
,,3,9,59,-0.666666667
,,0,2,152,-1
,,5,10,261,-0.5
,,10,15,1204,-0.333333333
,,5,9,95,-0.444444444
,,4,8,61,-0.5
,,6,12,8,-0.5
,,2,5,73,-0.6
,,4,9,79,-0.555555556
,,3,7,113,-0.571428571
,,2,7,108,-0.714285714
,,8,12,184,-0.333333333
,,4,8,204,-0.5
,,8,12,46,-0.333333333
,,5,10,120,-0.5
,,2,5,191,-0.6
,,5,9,60,-0.444444444
,,5,10,63,-0.5
,,3,7,38,-0.571428571
,,0,2,53,-1
,,5,10,104,-0.5
,,3,7,125,-0.571428571
,,7,13,571,-0.461538462
,,8,13,98,-0.384615385
,,3,8,136,-0.625
,,4,9,107,-0.555555556
,,7,12,29,-0.416666667
,,6,10,114,-0.4
,,5,8,99,-0.375
,,3,8,85,-0.625
,,8,15,16,-0.466666667
,,5,9,110,-0.444444444
,,8,13,129,-0.384615385
,,4,7,28,-0.428571429
,,6,12,64,-0.5
,,2,6,141,-0.666666667
,,9,12,105,-0.25
,,3,8,123,-0.625
,,3,7,138,-0.571428571
,,1,5,75,-0.8
,,8,13,262,-0.384615385
,,8,11,58,-0.272727273
,,5,10,88,-0.5
,,1,4,56,-0.75
,,3,7,91,-0.571428571
,,4,11,94,-0.636363636
,,4,8,122,-0.5
,,4,8,111,-0.5
,,2,7,84,-0.714285714
,,7,13,190,-0.461538462
,,1,4,127,-0.75
,,4,8,102,-0.5
,,6,11,45,-0.454545455
,,2,6,7,-0.666666667
,,4,9,67,-0.555555556
,,7,13,170,-0.461538462
,,8,11,76,-0.272727273
,,3,8,11,-0.625
,,9,13,65,-0.307692308
,,15,20,100,-0.25
,,1,6,139,-0.833333333
,,1,6,132,-0.833333333
,,9,13,112,-0.307692308
,,2,8,32,-0.75
,,5,8,119,-0.375
,,9,13,606,-0.307692308
,,13,17,140,-0.235294118
,,8,12,89,-0.333333333
,,6,10,34,-0.4
,,0,4,3,-1
,,1,6,1,-0.833333333
,,3,7,14,-0.571428571
,,1,4,52,-0.75
,,0,3,9,-1
,,7,9,26,-0.222222222
,,4,10,92,-0.6
,,5,12,12,-0.583333333
,,5,10,118,-0.5
,,4,7,36,-0.428571429
,,2,4,41,-0.5
,,2,7,19,-0.714285714
,,9,14,77,-0.357142857
,,2,5,5,-0.6
,,4,10,43,-0.6
